,about,age,"b""Adapts Well To Apartment Living","b""Affectionate With Family","b""Dog Friendly","b""Drooling Potential","b""Energy Level","b""Exercise Needs","b""General Health","b""Good For Novice Owners","b""Intelligence","b""Intensity","b""Kid-Friendly","b""Potential For Weight Gain","b""Prey Drive","b""Size","b""Tolerates Hot Weather","b""Wanderlust Potential",b'Amount Of Shedding,b'Easy To Groom,b'Easy To Train,b'Friendly Toward Strangers,b'Potential For Mouthiness,b'Potential For Playfulness,b'Sensitivity Level,b'Tendency To Bark Or Howl,b'Tolerates Being Alone,b'Tolerates Cold Weather,group,height,url,weight
109,"b'The Cav-a-Jack is a mixed breed dog\xe2\x80\x93a cross between the Cavalier King Charles Spaniel and Jack Russell Terrier dog breeds. Energetic, friendly, and playful, these pups inherited some of the best qualities from both of their parents.You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don\xe2\x80\x99t shop if you\xe2\x80\x99re looking to add a Cav-a-Jack to your home!The Cav-a-Jack is a great dog for a first time owner to consider. These pups are playful and sociable; they love to spend time around people and will make great playmates for any young children in your household. They also have something of a mischievous side! Due to the mixed breed\xe2\x80\x99s smaller size, they\xe2\x80\x99re adaptable to apartment living, just as long as you make sure you meet their exercise requirements. Cav-a-Jacks are known to be smart and inquisitive dogs who will benefit from interactive toys in their environment.See below for all mixed dog breed traits and facts about Cav-a-Jacks!Cav-a-Jack Mixed Dog Breed Pictures Cav-a-Jack Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 17 years',4,4,4,2,4,4,3,4,4,3,4,4,4,2,3,3,2,4,4,4,3,5,3,3,1,3,Mixed Breed Dogs',10 to 17 inches',https://dogtime.com/dog-breeds/cav-a-jack,13 to 18 pounds'
110,"b'The Cavachon is a mixed breed dog\xe2\x80\x93a cross between the Cavalier King Charles Spaniel and Bichon Frise dog breeds. Compact, spunky, and full of fun, these pups inherited some of the best traits from both of their parents.Cavachons don\xe2\x80\x99t\xc2\xa0go by many other names with the exceptions of Cavalier-Bichon or Bichon-King Charles. Despite their unfortunate status as a designer breed, you may find these mixed breed dogs in shelters and rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make great apartment dogs for active urban dwellers. They do well in houses with or without a yard. Households with or without kids are just fine, too. They can adapt to just about any loving environment! If you are looking for a playful companion pup who will love you unconditionally, the Cavachon could be your next adopted family member.See below for all mixed dog breed traits and facts about Cavachons!Cavachon Mixed Dog Breed Pictures Cavachon Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 15 years',5,5,5,1,4,4,4,5,4,3,5,4,4,2,3,2,2,2,4,5,3,5,5,3,1,3,Mixed Breed Dogs',12 to 13 inches',https://dogtime.com/dog-breeds/cavachon,15 to 35 pounds'
111,"b'The Cavador is a mixed breed dog \xe2\x80\x94 a cross between the Cavalier King Charles Spaniel and Labrador Retriever dog breeds. Friendly, loving, and intelligent, these pups inherited some of the best qualities from both of their parents.Cavadors are also known as the Cavadoor or Cavadore. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don\xe2\x80\x99t shop if you\xe2\x80\x99re looking to add one of these mixed breed pups to your home!Cavadors make excellent family pets\xe2\x80\x93and also frequently work as service dogs. If you\xe2\x80\x99re looking for a devoted family-focused dog with warm and playful instincts, this might well be the mixed breed for you. The Cavador does exceptionally well around kids and will happily take part in joint play sessions between humans and canines.See below for all mixed dog breed traits and facts about Cavadors!Cavador Mixed Dog Breed Pictures Cavador Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 14 years',3,5,4,2,4,4,4,5,4,3,5,4,3,3,3,3,3,4,4,3,2,5,4,3,2,3,Mixed Breed Dogs',18 to 24 inches',https://dogtime.com/dog-breeds/cavador,22 to 55 pounds'
112,"b'Although they\xe2\x80\x99re born to be a companion, the Cavalier King Charles Spaniel dog breed retains the sporty nature of their spaniel ancestors. If they\xe2\x80\x99re not sitting on a lap or getting a belly rub, nothing makes them happier than to flush a bird and then attempt to retrieve it.Although these are purebred dogs, you may still find them in shelters and rescues. Remember to adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.One of the largest of the toy breeds, Cavaliers are often as athletic as a true sporting breed and enjoy hiking, running on the beach, and dog sports such as agility, flyball and rally. Some have even shown their prowess as hunting dogs. The more restful members of the breed find success as family friends and therapy dogs.See below for complete list of Cavalier King Charles Spaniel characteristics!Cavalier King Charles Spaniel Dog Breed Pictures Cavalier King Charles Spaniel Dog Breed Information, Pictures, Characteristics & Facts \xe2\x80\x93 DogTimeInitiate Gallery'",9 to 15 years',5,5,5,1,3,4,4,5,4,2,5,4,3,2,2,2,3,4,4,5,3,5,5,2,1,3,Companion Dogs',12 to 13 inches at the shoulder',https://dogtime.com/dog-breeds/cavalier-king-charles-spaniel,13 to 18 pounds'
113,"b'The Cavapoo is a mixed breed dog \xe2\x80\x94 a cross between the Cavalier King Charles Spaniel and Poodle dog breeds. Outgoing, playful, and curious, these pups inherit some of the best traits from both of their parents.Cavapoos go by several names, including Cavadoodle and Cavoodle.\xc2\xa0Despite their unfortunate status as a designer breed, you can find these mixed breed dogs in shelters and rescues, so remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make amazing family pets, as they\xe2\x80\x99re outgoing and adore attention. While they can work in smaller settings, they definitely thrive in a \xe2\x80\x9cpack\xe2\x80\x9d setting. If you want a loyal, playful dog who enjoys romping around with you or snuggling on the couch, the Cavapoo may be the dog for you!See below for all mixed dog breed traits and facts about Cavapoos!Cavapoo Mixed Dog Breed Pictures Cavapoo Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 15 years',3,5,4,1,3,3,3,3,4,2,5,4,3,2,3,3,2,3,4,4,3,5,3,2,2,4,Mixed Breed Dogs',9 to 14 inches',https://dogtime.com/dog-breeds/cavapoo,9 to 25 pounds'
114,"b'The Central Asian Shepherd Dog is a big, strong, and independent dog breed. These purebred dogs go by several other names, including Central Asian Ovtcharka, Middle Asian Ovtcharka, and Mid-Asian Shepherd. One of the oldest breeds, these pups genetics can be traced back over 5,000 years.Despite their purebred status, you may find these dogs in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!The Central Asian Shepherd Dog would be a great addition for a person or family in a home with a secure yard, and they thrive in cooler climates. While active outdoors, these dogs are fairly calm and quiet indoors. They can be playful and are affectionate and protective of their families but are not recommended for first time dog parents.See below for complete list of dog breed traits and facts about Central Asian Shepherd Dogs!Central Asian Shepherd Dog Breed Pictures Central Asian Shepherd Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 15 years',1,3,4,5,3,4,5,1,5,3,3,3,1,4,2,2,4,5,2,2,2,2,4,3,2,5,Working Dogs',24 to 28 inches',https://dogtime.com/dog-breeds/central-asian-shepherd-dog,88 to 110 pounds'
115,"b'The Czech native Cesky Terrier\xc2\xa0dog breed descends from the\xc2\xa0Scottish Terrier and\xc2\xa0Sealyham Terrier. The Cesky Terrier was created to hunt vermin, but with their loving personality, moderate exercise needs, and small size, they make for a great companion dog, too.Although these are purebred dogs, you may find them in the care of shelters and rescues. Remember to adopt! Don\xe2\x80\x99t shop if you want to bring a dog home.These small dogs are very affectionate and playful with their humans. Their small size and moderate exercise needs also make them adaptable to apartment life. They even fit in well with novice pet parents and pick up on training fairly easily. While they\xe2\x80\x99ll enjoy cuddling on the couch, they can also compete in several dog sports and keep up with energetic family members.See below for complete list of dog breed traits and facts about Cesky Terriers!Cesky Terrier Dog Breed Pictures Cesky Terrier Dog Breed Information, Pictures, Characteristics & Facts - DogtimeInitiate Gallery'",10 to 15 years',5,5,2,1,2,3,5,4,3,3,3,4,2,2,3,3,1,4,4,3,3,5,4,3,3,3,Terrier Dogs',10 to 13 inches tall at the shoulder',https://dogtime.com/dog-breeds/cesky-terrier,13 to 30 pounds'
116,"b'The Chabrador is a mixed breed dog\xe2\x80\x93a cross between the Chow Chow and Labrador Retriever dog breeds. Loyal, friendly, and independent, these pups inherited some of the best qualities from both of their parents.Chabradors are also known as Lab Chows and, sometimes, Chowbradors. You can find these mixed breed dogs in shelters and breed specific rescues, so remember to always adopt! Don\xe2\x80\x99t shop if you\xe2\x80\x99re looking to add a Chabrador to your home!Chabradors make excellent family pets if you\xe2\x80\x99re searching for a canine who\xe2\x80\x99s equal parts companion and guard dog. These dogs also take some of the lower maintenance traits of their parent breeds, requiring much less in the way of grooming and exercise needs than the Chow Chow and Labrador Retriever respectively.See below for all mixed dog breed traits and facts about Chabradors!Chabrador Mixed Dog Breed Pictures Chabrador Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",9 to 13 years',4,4,2,3,3,3,4,2,4,4,4,3,4,3,1,3,4,4,2,2,4,4,4,3,3,4,Mixed Breed Dogs',18 to 24 inches',https://dogtime.com/dog-breeds/chabrador,45 to 80 pounds'
117,"b'The Cheagle is a mixed breed dog \xe2\x80\x94 a cross between the Chihuahua and Beagle dog breeds. Compact, energetic, and loyal, these pups inherited some of the best qualities from both of their parents.Cheagles go by several names, including Beagle Chi, Chi-Bea, Beagle Chihuahua mix, and Chibeagle. Despite their unfortunate status as a designer breed, you may find these mixed breed dogs, along with every other kind of dog, in shelters and rescues. So remember to adopt! Don\xe2\x80\x99t shop!These adorable pups make great family additions for active singles or families with older children. If you are looking for a pup who is spirited and fun-loving, this may be your soulmate.See below for all Cheagle facts and mixed dog breed characteristics!Cheagle Mixed Dog Breed Pictures Cheagle Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",10 to 14 years',4,5,3,1,4,3,3,4,4,4,3,4,4,2,2,3,3,5,2,2,3,4,4,4,1,1,Mixed Breed Dogs',9 to 14 inches',https://dogtime.com/dog-breeds/cheagle,9 to 20 pounds'
118,"b'The Chesapeake Bay Retriever dog breed originated as a water dog used to hunt and retrieve ducks in the chilly chop of Maryland\xe2\x80\x99s Chesapeake Bay. The dog\xe2\x80\x99s sturdy build, dense coat, stamina, and strength made them ideal for this purpose.Today, they\xe2\x80\x99re still known as fine hunting dogs as well as a wonderful companions for active, experienced dog owners who can give them the structure and exercise they need. Novice dog parents and apartment dwellers beware.DogTime recommends this dog bed to give a good night\xe2\x80\x99s sleep to your medium-sized Chesapeake Bay Retriever.\xc2\xa0You should also pick up this dog de-shedder for your high shedding pup!See all dog breed traits and facts about Chesapeake Bay Retrievers below!Chesapeake Bay Retriever Dog Breed Pictures Chesapeake Bay Retriever - DogTimeInitiate Gallery'",10 to 12 years',1,5,1,3,5,5,4,1,4,5,3,4,3,3,4,4,5,5,3,1,3,4,3,3,2,4,Sporting Dogs',"1 foot, 9 inches to 2 feet, 2 inches tall at the shoulder'",https://dogtime.com/dog-breeds/chesapeake-bay-retriever,55 to 80 pounds'
119,"b'The Chi Chi is a mixed breed dog \xe2\x80\x94 a cross between the Chihuahua and Chinese Crested dog breeds. Small, energetic, and alert, these pups inherited some of the best qualities from both of their parents.Chi Chis go by some other names, including the Mexican Crested and the Crested Chi. Despite their unfortunate status as a designer breed, you may find these mixed breed dogs in shelters and breed specific rescues. So remember to adopt! Don\xe2\x80\x99t shop!These spunky pups make great apartment dogs for active urban dwellers, but they can thrive in larger family homes in the right conditions. The Chi Chi always has something on their mind, and they aren\xe2\x80\x99t afraid to let you know with some yappiness. If you\xe2\x80\x99re looking for an energetic dog who\xe2\x80\x99s smart, alert, and loves to stick like glue to their favorite human, the Chi Chi may be the right dog for you!See below for all mixed dog breed traits and facts about Chi Chis!Chi Chi Mixed Dog Breed Pictures Chi Chi Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",11 to 20 years',4,3,2,1,4,3,4,2,4,4,3,4,3,2,3,2,2,4,3,3,3,4,4,4,2,2,Mixed Breed Dogs',5 to 12 inches',https://dogtime.com/dog-breeds/chi-chi,4 to 11 pounds'
120,"b'The Chi-Poo is a mixed breed dog \xe2\x80\x94 a cross between the Chihuahua and Toy or Teacup Poodle dog breeds. Compact, energetic, and great with kids, these pups inherited some of the best qualities from both of their parents.Chi-Poos go by several names, including Choodle, Chipoodle, Poochi, and Poohuahua. Despite their unfortunate status as a designer breed, you may find these mixed breed dogs in shelters and rescues. So remember to adopt! Don\xe2\x80\x99t shop!These adorable pups are quite versatile. They make great apartment dogs for people with active lifestyles and do well in big or small houses with a yard or without. If you want an energetic dog who doesn\xe2\x80\x99t require a ton of exercise and will also act as a guard dog, alerting you to any potential dangers and visitors, the Chi-Poo may be the right dog for you.See below for all mixed dog breed traits and facts about Chi-Poos!Chi-Poo Mixed Dog Breed Pictures Chi-Poo Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 15 years',5,5,3,1,3,2,2,5,5,2,5,3,3,2,3,3,2,3,5,3,3,4,5,3,4,2,Mixed Breed Dogs',5 to 15 inches',https://dogtime.com/dog-breeds/chi-poo,5 to 20 pounds'
121,"b'The Chigi is a mixed breed dog \xe2\x80\x94 a cross between the\xc2\xa0Chihuahua\xc2\xa0and Corgi dog breeds. While they may be small, they\xe2\x80\x99re very alert, affectionate, and playful. These pups inherited some of the best qualities from both of their parents.Chigis go by a few names, including Chi-Corgi, Chorgie, and Chihuahua/Corgi. Despite their unfortunate status as a designer breed, you can find these mixed breed dogs, along with many more, in shelters and breed specific rescues, so remember to adopt! Don\xe2\x80\x99t shop!The Chigi makes for a wonderful addition to almost any family; although, they\xe2\x80\x99re not recommended for small, excitable children, as they could injure this little pup. This tiny dog is considered to be toy sized, so extra care may be required. They\xe2\x80\x99re playful and affectionate and would fit right in to a big family with older kids or in an active single-person home.With proper exercise a Chigi could live in an apartment, though they prefer a big home with an open yard to run around in. If you are looking for a small pup with a big personality, this could be your next fur baby.See below for all Chigi facts and mixed dog breed characteristics!Chigi Mixed Dog Breed Pictures Chigi Mixed Dog Breed Pictures, Characteristics, & FactsInitiate Gallery'",12 to 14 years',3,5,2,1,4,4,3,4,4,4,5,3,3,1,2,3,4,5,4,2,2,4,5,2,2,3,Mixed Breed Dogs',7 to 12 inches',https://dogtime.com/dog-breeds/chigi,10 to 20 pounds'
